 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"430890 GETULIO VARGAS";-;-;-;9;1;1;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;1;-;-;-;16
"430900 GIRUA";-;-;-;20;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;26
"430905 GLORINHA";-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"430910 GRAMADO";-;-;-;31;8;2;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;44
"430912 GRAMADO DOS LOUREIROS";-;-;-;1;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"430915 GRAMADO XAVIER";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430920 GRAVATAI";-;-;-;178;28;5;3;-;-;-;3;6;5;4;3;-;-;-;7;-;-;13;-;-;-;255
"430925 GUABIJU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430930 GUAIBA";-;-;3;40;5;2;1;-;-;-;-;1;3;1;1;-;-;-;1;-;-;1;-;-;-;59
"430940 GUAPORE";-;-;-;14;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;20
"430950 GUARANI DAS MISSOES";-;-;-;8;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"430955 HARMONIA";-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430957 HERVEIRAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430960 HORIZONTINA";-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430965 HULHA NEGRA";-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;4
"430970 HUMAITA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430980 IBIACA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430990 IBIRAIARAS";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"430995 IBIRAPUITA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431000 IBIRUBA";-;-;-;15;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;17
"431010 IGREJINHA";-;-;5;41;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;54
"431020 IJUI";-;-;-;58;13;7;-;-;-;-;-;1;-;-;2;1;-;-;3;-;-;3;-;-;-;88
"431030 ILOPOLIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431033 IMBE";-;-;2;22;2;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;29
"431036 IMIGRANTE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431040 INDEPENDENCIA";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431041 INHACORA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"431043 IPE";-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431046 IPIRANGA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"431050 IRAI";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"431053 ITAARA";-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431055 ITACURUBI";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431060 ITAQUI";-;-;-;39;4;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;48
"431065 ITATI";-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431070 ITATIBA DO SUL";-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431075 IVORA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431080 IVOTI";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431087 JACUIZINHO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431090 JACUTINGA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431100 JAGUARAO";-;-;-;20;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"431110 JAGUARI";-;-;2;7;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
"431112 JAQUIRANA";-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431113 JARI";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"431115 JOIA";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"431120 JULIO DE CASTILHOS";-;-;-;8;2;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;14
"431123 LAGOA BONITA DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431125 LAGOAO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431130 LAGOA VERMELHA";-;-;-;16;5;1;-;-;-;-;-;1;1;-;1;-;-;-;2;1;-;1;-;-;-;29
"431140 LAJEADO";-;-;-;44;3;-;-;-;-;-;1;1;-;2;3;-;-;-;1;-;-;4;1;-;-;60
"431142 LAJEADO DO BUGRE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431150 LAVRAS DO SUL";-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431160 LIBERATO SALZANO";-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"431162 LINDOLFO COLLOR";-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;6
"431164 LINHA NOVA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431170 MACHADINHO";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"431171 MACAMBARA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"431173 MAMPITUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431175 MANOEL VIANA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431177 MAQUINE";-;-;-;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"431179 MARATA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431180 MARAU";-;-;1;35;5;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;45
"431190 MARCELINO RAMOS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"431198 MARIANA PIMENTEL";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431200 MARIANO MORO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"431205 MARQUES DE SOUZA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431210 MATA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431213 MATO CASTELHANO";-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431215 MATO LEITAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431217 MATO QUEIMADO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431220 MAXIMILIANO DE ALMEIDA";-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"431225 MINAS DO LEAO";-;-;-;5;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;9
"431230 MIRAGUAI";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431235 MONTAURI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431238 MONTE BELO DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431240 MONTENEGRO";-;-;-;57;2;-;-;-;-;-;1;1;-;2;-;1;-;-;1;-;-;1;1;-;-;67
"431244 MORRINHOS DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431245 MORRO REDONDO";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431247 MORRO REUTER";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431250 MOSTARDAS";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"431260 MUCUM";-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431261 MUITOS CAPOES";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431262 MULITERNO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431265 NAO-ME-TOQUE";-;-;-;8;3;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;15
"431267 NICOLAU VERGUEIRO";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431270 NONOAI";-;-;1;16;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"431275 NOVA ALVORADA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431280 NOVA ARACA";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431290 NOVA BASSANO";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;10
"431295 NOVA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431300 NOVA BRESCIA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431301 NOVA CANDELARIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431303 NOVA ESPERANCA DO SUL";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431306 NOVA HARTZ";-;-;-;16;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;22
"431308 NOVA PADUA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431310 NOVA PALMA";-;-;1;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"431320 NOVA PETROPOLIS";-;-;1;21;2;-;1;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;28
"431330 NOVA PRATA";-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;15
"431335 NOVA ROMA DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431337 NOVA SANTA RITA";-;-;-;21;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;25
"431339 NOVO CABRAIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431340 NOVO HAMBURGO";-;-;-;232;27;3;1;-;-;-;1;11;12;3;-;-;-;-;9;1;-;16;2;-;-;318
"431342 NOVO MACHADO";-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431349 NOVO BARREIRO";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431350 OSORIO";-;-;-;50;8;3;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;64
"431360 PAIM FILHO";-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431365 PALMARES DO SUL";-;-;-;18;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;23
"431370 PALMEIRA DAS MISSOES";-;-;-;34;4;2;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;44
"431380 PALMITINHO";-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431390 PANAMBI";-;-;2;18;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;24
"431395 PANTANO GRANDE";-;-;-;7;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;12
"431400 PARAI";-;-;-;3;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;8
"431402 PARAISO DO SUL";-;-;-;5;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431403 PARECI NOVO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431405 PAROBE";-;-;1;49;10;4;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;68
"431406 PASSA SETE";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431407 PASSO DO SOBRADO";-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;7
"431410 PASSO FUNDO";-;1;18;167;28;7;-;-;-;-;2;1;7;3;1;1;-;-;13;-;-;10;4;-;1;264
"431413 PAULO BENTO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431415 PAVERAMA";-;-;-;8;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"431420 PEDRO OSORIO";-;-;-;9;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"431430 PEJUCARA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431440 PELOTAS";1;-;-;201;23;10;1;-;-;-;2;-;7;7;6;1;-;1;5;-;-;10;7;-;-;282
"431442 PICADA CAFE";-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431445 PINHAL";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431447 PINHAL GRANDE";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431449 PINHEIRINHO DO VALE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431450 PINHEIRO MACHADO";-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431454 PINTO BANDEIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431455 PIRAPO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"431460 PIRATINI";-;-;-;20;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25
"431470 PLANALTO";-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431475 POCO DAS ANTAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431477 PONTAO";-;-;-;5;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;7
"431478 PONTE PRETA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431480 PORTAO";-;-;-;42;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;48
"431490 PORTO ALEGRE";-;1;52;1121;154;41;19;-;-;-;17;12;36;34;19;4;-;-;17;1;-;42;2;1;6;1579
"431500 PORTO LUCENA";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"431505 PORTO MAUA";-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431507 PORTO VERA CRUZ";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"431510 PORTO XAVIER";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"431513 POUSO NOVO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431515 PROGRESSO";-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431517 PROTASIO ALVES";-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431520 PUTINGA";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431530 QUARAI";-;-;-;19;5;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;30
"431531 QUATRO IRMAOS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431535 QUINZE DE NOVEMBRO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"431540 REDENTORA";-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431550 RESTINGA SECA";-;-;1;22;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;27
"431555 RIO DOS INDIOS";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431560 RIO GRANDE";-;-;-;227;24;25;-;-;-;-;2;4;2;3;2;1;-;-;4;-;-;6;1;-;-;301
"431570 RIO PARDO";-;-;-;28;8;3;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;44
"431575 RIOZINHO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431580 ROCA SALES";-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;6
"431590 RODEIO BONITO";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431595 ROLADOR";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"431600 ROLANTE";-;-;-;16;4;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;23
"431610 RONDA ALTA";-;-;-;11;2;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;17
"431630 ROQUE GONZALES";-;-;-;4;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431640 ROSARIO DO SUL";-;-;-;47;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;51
"431642 SAGRADA FAMILIA";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431643 SALDANHA MARINHO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431645 SALTO DO JACUI";-;-;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"431647 SALVADOR DAS MISSOES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431650 SALVADOR DO SUL";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431660 SANANDUVA";-;-;1;12;2;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;18
"431670 SANTA BARBARA DO SUL";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431673 SANTA CECILIA DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431675 SANTA CLARA DO SUL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431680 SANTA CRUZ DO SUL";-;-;-;48;21;5;-;-;-;-;-;-;2;3;1;-;-;-;-;-;-;8;1;-;-;89
"431690 SANTA MARIA";-;-;31;102;23;4;1;-;-;-;2;1;5;5;3;2;-;-;-;-;-;10;3;-;-;192
"431695 SANTA MARIA DO HERVAL";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431697 SANTA MARGARIDA DO SUL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431700 SANTANA DA BOA VISTA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431710 SANT'ANA DO LIVRAMENTO";-;-;-;55;8;2;-;-;-;-;1;-;1;4;1;-;-;-;2;-;-;2;-;-;-;76
"431720 SANTA ROSA";-;1;-;59;5;-;1;-;-;-;-;2;-;2;3;1;-;-;3;-;-;4;2;-;-;83
"431725 SANTA TEREZA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"431730 SANTA VITORIA DO PALMAR";-;-;2;28;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;4;-;-;-;37
"431740 SANTIAGO";-;-;-;32;2;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;38
"431750 SANTO ANGELO";-;-;-;31;8;3;1;-;-;-;1;1;-;-;-;-;-;-;4;-;-;6;-;-;-;55
"431760 SANTO ANTONIO DA PATRULHA";-;-;1;39;9;1;4;-;-;-;-;1;-;1;-;1;-;-;-;-;-;2;1;-;-;60
"431770 SANTO ANTONIO DAS MISSOES";-;-;-;12;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;18
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"431780 SANTO AUGUSTO";-;-;-;12;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;16
"431790 SANTO CRISTO";-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"431795 SANTO EXPEDITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431800 SAO BORJA";-;-;-;46;10;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;60
"431810 SAO FRANCISCO DE ASSIS";-;-;-;17;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;22
"431820 SAO FRANCISCO DE PAULA";-;-;-;19;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;24
"431830 SAO GABRIEL";-;-;-;64;5;2;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;2;-;-;-;78
"431840 SAO JERONIMO";-;-;-;27;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;31
"431842 SAO JOAO DA URTIGA";-;-;-;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6
"431843 SAO JOAO DO POLESINE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431844 SAO JORGE";-;-;-;3;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;6
"431845 SAO JOSE DAS MISSOES";-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"431846 SAO JOSE DO HERVAL";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431848 SAO JOSE DO HORTENCIO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431849 SAO JOSE DO INHACORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"431850 SAO JOSE DO NORTE";-;-;-;25;2;9;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;2;-;-;-;41
"431860 SAO JOSE DO OURO";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
