 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Abr-Jun/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"313090 INHAPIM";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"313100 INHAUMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313110 INIMUTABA";-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313115 IPABA";-;-;-;-;7;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"313120 IPANEMA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"313130 IPATINGA";1;-;-;1;109;42;3;3;-;-;-;-;5;-;-;2;4;-;-;-;2;1;-;8;1;-;-;-;182
"313140 IPIACU";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313150 IPUIUNA";-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"313160 IRAI DE MINAS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313170 ITABIRA";-;-;-;1;64;4;1;2;-;-;-;3;-;-;1;4;4;-;-;-;1;-;-;-;-;-;-;-;85
"313180 ITABIRINHA";-;-;-;-;7;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313190 ITABIRITO";-;-;-;1;33;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"313200 ITACAMBIRA";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313210 ITACARAMBI";-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;11
"313220 ITAGUARA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313230 ITAIPE";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;10
"313240 ITAJUBA";-;-;-;-;69;-;1;1;-;-;-;-;1;-;3;1;4;-;-;-;-;-;-;7;-;-;-;1;88
"313250 ITAMARANDIBA";-;-;-;-;10;-;2;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"313260 ITAMARATI DE MINAS";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"313270 ITAMBACURI";-;-;-;-;21;4;2;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;2;-;-;-;-;32
"313290 ITAMOGI";-;-;-;-;9;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"313300 ITAMONTE";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"313310 ITANHANDU";-;-;-;-;18;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"313320 ITANHOMI";-;-;-;-;12;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;16
"313330 ITAOBIM";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"313340 ITAPAGIPE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313350 ITAPECERICA";-;-;-;1;15;2;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;22
"313360 ITAPEVA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313370 ITATIAIUCU";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;11
"313375 ITAU DE MINAS";-;-;-;-;13;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;18
"313380 ITAUNA";-;-;-;1;40;5;4;2;-;-;-;-;1;-;2;6;-;-;-;-;2;-;-;5;-;-;-;-;68
"313390 ITAVERAVA";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"313400 ITINGA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"313410 ITUETA";-;-;-;-;3;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313420 ITUIUTABA";-;-;-;2;90;9;2;2;-;-;-;-;1;-;-;6;1;1;-;1;-;-;-;1;-;-;-;-;116
"313430 ITUMIRIM";-;-;-;-;5;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"313440 ITURAMA";-;-;-;1;12;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;18
"313460 JABOTICATUBAS";-;-;-;1;16;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;19
"313480 JACUI";-;-;-;1;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"313490 JACUTINGA";-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"313500 JAGUARACU";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313505 JAIBA";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"313507 JAMPRUCA";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313510 JANAUBA";-;-;-;-;37;1;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;2;-;-;-;45
"313520 JANUARIA";-;-;-;-;30;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;34
"313530 JAPARAIBA";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"313535 JAPONVAR";-;-;-;-;5;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"313540 JECEABA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"313545 JENIPAPO DE MINAS";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313550 JEQUERI";-;-;-;-;4;1;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"313560 JEQUITAI";-;-;-;-;3;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"313570 JEQUITIBA";-;-;-;-;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313580 JEQUITINHONHA";-;-;-;-;28;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;31
"313590 JESUANIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313600 JOAIMA";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"313610 JOANESIA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"313620 JOAO MONLEVADE";-;-;-;-;49;4;3;-;-;-;-;-;-;-;-;3;1;-;-;-;2;-;-;-;-;-;-;-;62
"313630 JOAO PINHEIRO";-;-;-;1;15;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;21
"313640 JOAQUIM FELICIO";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313650 JORDANIA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"313655 JOSE RAYDAN";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313657 JOSENOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313660 NOVA UNIAO";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313665 JUATUBA";-;-;-;-;6;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;11
"313670 JUIZ DE FORA";-;-;-;5;279;53;19;6;-;-;-;4;2;-;9;17;9;2;1;-;9;3;-;14;3;-;1;1;437
"313680 JURAMENTO";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313690 JURUAIA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"313695 JUVENILIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313700 LADAINHA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"313710 LAGAMAR";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;6
"313720 LAGOA DA PRATA";-;-;-;1;28;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;37
"313730 LAGOA DOS PATOS";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313740 LAGOA DOURADA";-;-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313750 LAGOA FORMOSA";-;-;-;-;11;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;17
"313753 LAGOA GRANDE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"313760 LAGOA SANTA";-;-;-;-;33;2;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;40
"313770 LAJINHA";-;-;-;-;7;2;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;14
"313780 LAMBARI";-;-;-;-;20;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;23
"313790 LAMIM";-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313800 LARANJAL";-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"313810 LASSANCE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313820 LAVRAS";-;-;-;-;44;4;4;-;-;-;-;-;-;-;4;1;2;-;-;-;1;-;-;3;-;-;-;-;63
"313835 LEME DO PRADO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313840 LEOPOLDINA";-;-;-;-;45;3;3;-;-;-;-;-;-;-;2;-;2;2;-;-;1;-;-;6;1;-;-;1;66
"313850 LIBERDADE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"313860 LIMA DUARTE";-;-;-;-;15;2;1;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;23
"313862 LIMEIRA DO OESTE";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4
"313865 LONTRA";-;-;-;-;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313867 LUISBURGO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313868 LUISLANDIA";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"313870 LUMINARIAS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"313880 LUZ";-;-;-;-;17;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;22
"313890 MACHACALIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"313900 MACHADO";-;-;-;-;29;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;35
"313910 MADRE DE DEUS DE MINAS";-;-;-;-;1;2;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"313920 MALACACHETA";-;-;-;-;16;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;21
"313925 MAMONAS";-;-;-;-;4;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"313930 MANGA";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"313940 MANHUACU";-;-;-;1;16;4;2;-;-;-;-;-;5;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;32
"313950 MANHUMIRIM";-;-;-;-;16;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;20
"313960 MANTENA";-;-;-;-;16;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"313970 MARAVILHAS";-;-;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313980 MAR DE ESPANHA";-;1;-;-;13;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;18
"313990 MARIA DA FE";-;-;-;-;7;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"314000 MARIANA";-;-;-;5;23;1;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;35
"314010 MARILAC";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"314015 MARIO CAMPOS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;7
"314020 MARIPA DE MINAS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314030 MARLIERIA";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314040 MARMELOPOLIS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314050 MARTINHO CAMPOS";-;-;-;1;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"314053 MARTINS SOARES";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;10
"314055 MATA VERDE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314060 MATERLANDIA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4
"314070 MATEUS LEME";-;-;-;-;18;2;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;24
"314080 MATIAS BARBOSA";-;-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;14
"314085 MATIAS CARDOSO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314090 MATIPO";-;-;-;-;12;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"314100 MATO VERDE";-;-;-;1;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;11
"314110 MATOZINHOS";-;-;-;-;16;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;22
"314130 MEDEIROS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314140 MEDINA";-;-;-;-;24;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"314150 MENDES PIMENTEL";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314160 MERCES";-;-;-;-;8;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;14
"314170 MESQUITA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;4
"314180 MINAS NOVAS";-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"314190 MINDURI";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314200 MIRABELA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"314210 MIRADOURO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314220 MIRAI";-;-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"314225 MIRAVANIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314230 MOEDA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314240 MOEMA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314250 MONJOLOS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314260 MONSENHOR PAULO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314270 MONTALVANIA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"314280 MONTE ALEGRE DE MINAS";-;-;-;1;11;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;1;-;-;-;-;18
"314290 MONTE AZUL";-;-;-;-;11;-;4;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;18
"314300 MONTE BELO";-;-;-;1;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"314310 MONTE CARMELO";-;-;-;-;35;1;-;2;-;-;-;2;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;44
"314315 MONTE FORMOSO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314320 MONTE SANTO DE MINAS";-;-;-;-;21;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3;-;-;-;-;26
"314330 MONTES CLAROS";-;-;-;3;155;45;14;4;8;-;-;6;-;-;7;10;7;-;-;4;12;1;-;21;3;-;-;-;300
"314340 MONTE SIAO";-;-;-;-;12;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"314345 MONTEZUMA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314350 MORADA NOVA DE MINAS";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314370 MORRO DO PILAR";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314380 MUNHOZ";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"314390 MURIAE";1;-;-;1;47;15;4;-;-;-;-;-;-;-;2;2;1;-;-;-;2;-;-;6;1;-;-;-;82
"314400 MUTUM";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"314410 MUZAMBINHO";-;-;-;1;18;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"314420 NACIP RAYDAN";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314430 NANUQUE";-;-;-;-;29;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;35
"314435 NAQUE";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314437 NATALANDIA";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"314440 NATERCIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314450 NAZARENO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314460 NEPOMUCENO";-;-;-;-;17;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;22
"314465 NINHEIRA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314467 NOVA BELEM";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314470 NOVA ERA";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;14
"314480 NOVA LIMA";-;-;-;-;33;7;2;-;-;-;1;1;-;-;1;4;-;-;-;-;3;-;-;2;1;-;-;-;55
"314490 NOVA MODICA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314500 NOVA PONTE";-;-;-;-;3;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"314505 NOVA PORTEIRINHA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314510 NOVA RESENDE";-;-;-;-;18;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;22
"314520 NOVA SERRANA";-;-;-;1;11;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;17
"314530 NOVO CRUZEIRO";-;-;-;-;22;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;28
"314535 NOVO ORIENTE DE MINAS";-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"314537 NOVORIZONTE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314545 OLHOS-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"314560 OLIVEIRA";-;-;-;-;22;4;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;2;-;-;-;-;32
"314585 ORATORIOS";-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314587 ORIZANIA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;9
"314590 OURO BRANCO";-;-;-;1;12;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;17
"314600 OURO FINO";-;-;-;-;31;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;39
"314610 OURO PRETO";-;-;-;-;51;2;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;2;61
"314620 OURO VERDE DE MINAS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"314625 PADRE CARVALHO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314630 PADRE PARAISO";-;-;-;-;11;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;15
"314650 PAINS";-;-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"314655 PAI PEDRO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"314660 PAIVA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314670 PALMA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314675 PALMOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314690 PAPAGAIOS";-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;5
"314700 PARACATU";-;-;-;1;51;4;4;2;-;-;-;1;-;-;-;4;1;-;-;1;-;-;-;1;-;-;-;-;70
"314710 PARA DE MINAS";-;1;-;2;40;5;2;1;-;-;-;1;1;-;-;1;1;-;-;-;1;-;-;3;-;-;-;-;59
