 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"290140 ANGICAL";-;-;-;3;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;8
"290150 ANGUERA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"290160 ANTAS";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"290170 ANTONIO CARDOSO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;6
"290180 ANTONIO GONCALVES";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"290190 APORA";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290195 APUAREMA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"290200 ARACATU";-;-;-;4;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;7
"290205 ARACAS";-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"290210 ARACI";-;-;-;15;1;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;21
"290220 ARAMARI";-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"290225 ARATACA";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"290230 ARATUIPE";-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"290240 AURELINO LEAL";-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;10
"290250 BAIANOPOLIS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
"290260 BAIXA GRANDE";-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"290265 BANZAE";-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;9
"290270 BARRA";-;-;-;17;1;1;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;25
"290280 BARRA DA ESTIVA";-;-;-;8;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"290290 BARRA DO CHOCA";-;-;-;9;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"290300 BARRA DO MENDES";-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"290310 BARRA DO ROCHA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"290320 BARREIRAS";-;-;-;67;-;8;-;-;-;-;1;5;-;-;3;1;-;-;-;4;-;-;10;-;-;-;99
"290323 BARRO ALTO";-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"290327 BARROCAS";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;4
"290330 BARRO PRETO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290340 BELMONTE";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"290350 BELO CAMPO";-;-;4;10;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"290360 BIRITINGA";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"290370 BOA NOVA";-;-;1;13;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"290380 BOA VISTA DO TUPIM";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"290390 BOM JESUS DA LAPA";-;-;-;34;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;38
"290395 BOM JESUS DA SERRA";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"290400 BONINAL";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"290405 BONITO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;7
"290410 BOQUIRA";-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15
"290420 BOTUPORA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"290430 BREJOES";-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"290440 BREJOLANDIA";-;-;-;1;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"290450 BROTAS DE MACAUBAS";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290460 BRUMADO";-;-;-;33;6;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;45
"290470 BUERAREMA";-;-;-;7;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"290475 BURITIRAMA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;6
"290480 CAATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"290485 CABACEIRAS DO PARAGUACU";-;-;-;5;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"290490 CACHOEIRA";-;-;-;13;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;16
"290500 CACULE";-;-;-;11;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"290510 CAEM";-;-;-;3;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;7
"290515 CAETANOS";-;-;-;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"290520 CAETITE";-;-;2;24;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"290530 CAFARNAUM";-;-;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"290540 CAIRU";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"290550 CALDEIRAO GRANDE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290560 CAMACAN";-;-;-;9;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"290570 CAMACARI";-;-;1;96;9;4;2;-;-;-;-;-;-;2;5;1;-;-;-;3;2;-;7;2;-;1;135
"290580 CAMAMU";-;-;-;7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;13
"290590 CAMPO ALEGRE DE LOURDES";-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"290600 CAMPO FORMOSO";-;-;-;30;-;1;1;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;36
"290610 CANAPOLIS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"290620 CANARANA";-;-;-;6;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"290630 CANAVIEIRAS";-;-;-;15;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"290640 CANDEAL";-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"290650 CANDEIAS";-;-;-;46;6;1;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;58
"290660 CANDIBA";-;-;-;13;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"290670 CANDIDO SALES";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;11
"290680 CANSANCAO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;7
"290682 CANUDOS";-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"290685 CAPELA DO ALTO ALEGRE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290687 CAPIM GROSSO";-;-;-;7;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"290689 CARAIBAS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290690 CARAVELAS";-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"290710 CARINHANHA";-;-;1;6;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;11
"290720 CASA NOVA";-;-;2;22;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;29
"290730 CASTRO ALVES";-;-;-;12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"290740 CATOLANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290750 CATU";-;-;1;27;6;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;37
"290760 CENTRAL";-;-;-;6;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"290770 CHORROCHO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"290780 CICERO DANTAS";-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;19
"290790 CIPO";-;-;-;7;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"290800 COARACI";-;-;-;20;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;23
"290810 COCOS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290820 CONCEICAO DA FEIRA";-;-;-;8;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"290830 CONCEICAO DO ALMEIDA";-;-;-;9;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"290840 CONCEICAO DO COITE";-;-;-;19;3;2;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;-;-;30
"290850 CONCEICAO DO JACUIPE";-;-;3;14;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;1;-;-;-;24
"290860 CONDE";-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;13
"290870 CONDEUBA";-;-;4;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"290880 CONTENDAS DO SINCORA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290890 CORACAO DE MARIA";-;-;-;5;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;9
"290900 CORDEIROS";-;-;-;5;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7
"290910 CORIBE";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"290920 CORONEL JOAO SA";-;-;-;3;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;8
"290930 CORRENTINA";-;-;-;6;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;10
"290940 COTEGIPE";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"290950 CRAVOLANDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290960 CRISOPOLIS";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"290970 CRISTOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;4
"290980 CRUZ DAS ALMAS";-;-;-;31;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;35
"290990 CURACA";-;-;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"291000 DARIO MEIRA";-;-;-;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"291005 DIAS D'AVILA";-;-;-;18;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;25
"291010 DOM BASILIO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291020 DOM MACEDO COSTA";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"291030 ELISIO MEDRADO";-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291040 ENCRUZILHADA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;6
"291050 ENTRE RIOS";-;-;1;14;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;20
"291060 ESPLANADA";-;-;-;11;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"291070 EUCLIDES DA CUNHA";-;-;-;28;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;-;-;-;34
"291072 EUNAPOLIS";-;-;3;75;7;6;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96
"291075 FATIMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"291077 FEIRA DA MATA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291080 FEIRA DE SANTANA";-;-;2;160;43;10;5;1;-;-;5;3;-;4;8;9;2;-;-;5;1;-;28;1;-;-;287
"291085 FILADELFIA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291090 FIRMINO ALVES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"291100 FLORESTA AZUL";-;-;-;10;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;13
"291110 FORMOSA DO RIO PRETO";-;-;-;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;-;-;-;9
"291120 GANDU";-;-;-;13;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;17
"291125 GAVIAO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291130 GENTIO DO OURO";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"291140 GLORIA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291150 GONGOGI";-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"291160 GOVERNADOR MANGABEIRA";-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"291165 GUAJERU";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291170 GUANAMBI";-;-;1;43;2;3;-;-;-;-;-;-;-;-;5;3;1;-;-;1;-;-;2;-;-;-;61
"291180 GUARATINGA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"291185 HELIOPOLIS";-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291190 IACU";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"291200 IBIASSUCE";-;-;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"291210 IBICARAI";-;-;-;14;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;18
"291220 IBICOARA";-;-;1;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"291230 IBICUI";-;-;-;8;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"291240 IBIPEBA";-;-;-;3;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"291250 IBIPITANGA";-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"291260 IBIQUERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"291270 IBIRAPITANGA";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"291290 IBIRATAIA";-;-;-;20;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;24
"291300 IBITIARA";-;-;4;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"291310 IBITITA";-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"291320 IBOTIRAMA";-;-;1;11;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;17
"291330 ICHU";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291340 IGAPORA";-;-;-;1;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"291345 IGRAPIUNA";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291350 IGUAI";-;-;1;14;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;19
"291360 ILHEUS";-;-;6;130;22;15;2;-;-;-;3;2;-;-;3;3;-;-;-;5;-;-;1;1;-;-;193
"291370 INHAMBUPE";-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"291380 IPECAETA";-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"291390 IPIAU";-;-;-;41;3;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"291400 IPIRA";-;-;-;9;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"291410 IPUPIARA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291420 IRAJUBA";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"291430 IRAMAIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"291440 IRAQUARA";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"291450 IRARA";-;-;-;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"291460 IRECE";-;-;-;51;3;1;-;-;-;-;2;3;-;-;3;1;-;-;-;1;-;-;-;-;-;-;65
"291465 ITABELA";-;-;2;12;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;17
"291470 ITABERABA";-;-;-;28;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;34
"291480 ITABUNA";-;-;1;130;18;16;2;-;-;-;3;-;-;2;4;1;-;-;-;1;-;-;7;-;-;-;185
"291490 ITACARE";-;-;-;4;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"291500 ITAETE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291510 ITAGI";-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"291520 ITAGIBA";-;-;-;12;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"291530 ITAGIMIRIM";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291535 ITAGUACU DA BAHIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"291540 ITAJU DO COLONIA";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291550 ITAJUIPE";-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"291560 ITAMARAJU";-;-;-;27;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;33
"291570 ITAMARI";-;-;-;4;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"291580 ITAMBE";-;-;-;15;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"291590 ITANAGRA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291600 ITANHEM";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"291610 ITAPARICA";-;-;-;11;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;14
"291620 ITAPE";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"291630 ITAPEBI";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291640 ITAPETINGA";-;-;2;53;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;57
"291650 ITAPICURU";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"291660 ITAPITANGA";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291670 ITAQUARA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"291680 ITARANTIM";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291685 ITATIM";-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291690 ITIRUCU";-;-;-;9;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;14
"291700 ITIUBA";-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"291710 ITORORO";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"291720 ITUACU";-;-;-;8;3;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"291730 ITUBERA";-;-;-;8;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"291733 IUIU";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"291735 JABORANDI";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"291740 JACARACI";-;-;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"291750 JACOBINA";-;-;2;45;8;3;4;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;2;-;-;-;68
"291760 JAGUAQUARA";-;-;-;16;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;-;-;-;24
"291770 JAGUARARI";-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"291780 JAGUARIPE";-;-;-;8;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"291790 JANDAIRA";-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5
"291800 JEQUIE";-;-;2;90;9;2;1;-;-;-;7;7;-;-;4;4;1;-;-;6;-;-;5;-;1;-;139
"291810 JEREMOABO";-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"291820 JIQUIRICA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291830 JITAUNA";-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;7
"291835 JOAO DOURADO";-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;16
"291840 JUAZEIRO";-;-;1;109;17;5;1;-;-;-;3;2;-;3;2;5;-;-;-;2;-;-;6;2;-;1;159
"291845 JUCURUCU";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
